root_norm	stem	form_tag	frame_signature	instance_count	sample_refs	object_status_profile	prep_profile	object_root_profile	prep_object_root_profile	surah_count
ه ز أ	ستهزأ	IV	obj=none_passive|prep=بـ|clause=no|cognate=no	1	4:140:15	none_passive:1	بـ:1			1
ه ز أ	ستهزئ	CV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	9:64:13	none_intransitive:1				1
ه ز أ	ستهزئ	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	46:26:44	none_absolute:1	بـ:1			1
ه ز أ	ستهزئ	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	15	2:15:2;6:5:15;6:10:18;9:65:20;11:8:27;15:11:9;16:34:13;21:41:18;26:6:10;30:10:15	none_intransitive:15	بـ:15		أ ل ه:1	14
ه ز ز	اهتز	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	22:5:74;41:39:13	none_intransitive:2				2
ه ز ز	هتز	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	27:10:7;28:31:8	none_intransitive:2				2
ه ز ز	هز	CV	obj=none_absolute|prep=إِلَى;بـ|clause=no|cognate=no	1	19:25:2	none_absolute:1	إِلَى:1;بـ:1		ج ذ ع:1	1
ه ز م	هزم	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	1	54:45:1	none_passive:1				1
ه ز م	هزم	PV	obj=clitic|prep=بـ|clause=no|cognate=no	1	2:251:2	clitic:1	بـ:1		أ ذ ن:1	1
ه ش ش	هش	IV	obj=none_absolute|prep=بـ;عَلَى|clause=no|cognate=no	1	20:18:7	none_absolute:1	بـ:1;عَلَى:1		غ ن م:1	1
ه ل ك	أهلك	PV	obj=both|prep=-|clause=no|cognate=no	1	67:28:4	both:1		م ن ن:1		1
ه ل ك	أهلك	PV	obj=clitic|prep=-|clause=no|cognate=no	9	3:117:19;7:4:5;18:59:4;21:6:6;21:95:5;22:45:5;26:139:4;44:37:10;47:13:13	clitic:9				8
ه ل ك	أهلك	PV	obj=clitic|prep=بـ|clause=no|cognate=no	3	6:6:28;8:54:14;20:134:4	clitic:3	بـ:3		ذ ن ب:2;ع ذ ب:1	3
ه ل ك	أهلك	PV	obj=clitic|prep=مِن|clause=no|cognate=no	1	7:155:17	clitic:1	مِن:1		ق ب ل:1	1
ه ل ك	أهلك	PV	obj=explicit|prep=-|clause=no|cognate=no	12	19:74:3;19:98:3;21:9:10;28:43:10;28:58:3;36:31:4;43:8:2;46:27:4;50:36:3;53:50:3	explicit:12		ك م م:5;س ر ف:1;ق ر ن:1;ش د د:1;ع و د:1;ش ي ع:1;م و ل:1		10
ه ل ك	أهلك	PV	obj=explicit|prep=مِن;مِن|clause=no|cognate=no	2	17:17:3;28:78:13	explicit:2	مِن:4	ك م م:1;م ن ن:1	ق ر ن:2;ب ع د:1;ق ب ل:1	2
ه ل ك	أهلك	PV	obj=explicit|prep=مِن|clause=no|cognate=no	7	6:6:4;10:13:4;15:4:3;20:128:7;26:208:3;32:26:7;38:3:2	explicit:7	مِن:7	ك م م:4;ق ر ي:2;ق ر ن:1	ق ب ل:4;ق ر ي:2;ق ر ن:1	7
ه ل ك	أهلك	PV_PASS	obj=none_passive|prep=بـ|clause=no|cognate=no	2	69:5:5;69:6:5	none_passive:2	بـ:2		ط غ ي:1;ر و ح:1	1
ه ل ك	هلك	IV	obj=clitic|prep=-|clause=no|cognate=no	1	45:24:13	clitic:1				1
ه ل ك	هلك	IV	obj=clitic|prep=بـ|clause=no|cognate=no	2	7:155:22;7:173:14	clitic:2	بـ:2			1
ه ل ك	هلك	IV	obj=explicit|prep=-|clause=no|cognate=no	8	2:205:11;5:17:22;6:26:10;7:129:16;9:42:24;14:13:20;17:16:5;77:16:2	explicit:8		ن ف س:2;ح ر ث:1;ن س ل:1;م س ح:1;ع د و:1;ظ ل م:1;ق ر ي:1;أ و ل:1		8
ه ل ك	هلك	IV	obj=explicit|prep=بـ|clause=no|cognate=no	1	11:117:6	explicit:1	بـ:1	ق ر ي:1	ظ ل م:1	1
ه ل ك	هلك	IV	obj=none_intransitive|prep=عَن|clause=no|cognate=no	1	8:42:31	none_intransitive:1	عَن:1		ب ي ن:1	1
ه ل ك	هلك	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	2	6:47:11;46:35:29	none_passive:2				2
ه ل ك	هلك	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	3	4:176:9;8:42:33;40:34:20	none_intransitive:3				3
ه ل ك	هلك	PV	obj=none_intransitive|prep=عَن|clause=no|cognate=no	1	69:29:1	none_intransitive:1	عَن:1			1
ه م م	أهم	PV	obj=clitic|prep=-|clause=no|cognate=no	1	3:154:15	clitic:1				1
ه م م	هم	PV	obj=clausal|prep=-|clause=yes|cognate=no	2	3:122:2;4:113:9	clausal:2				2
ه م م	هم	PV	obj=none_absolute|prep=بـ|clause=no|cognate=no	3	9:13:7;9:74:17;12:24:4	none_absolute:3	بـ:3		خ ر ج:1	2
ه م م	هم	PV	obj=none_intransitive|prep=بـ|clause=yes|cognate=no	1	40:5:10	none_intransitive:1	بـ:1		ر س ل:1	1
ه و ر	انهار	PV	obj=none_intransitive|prep=بـ;فِي|clause=no|cognate=no	1	9:109:21	none_intransitive:1	بـ:1;فِي:1		ن و ر:1	1
ه و ن	أهان	PV	obj=clitic|prep=-|clause=no|cognate=no	1	89:16:13	clitic:1				1
ه و ي	أهوى	PV	obj=explicit|prep=-|clause=no|cognate=no	1	53:53:3	explicit:1		أ ف ك:1		1
ه و ي	استهو	PV	obj=clitic|prep=فِي|clause=no|cognate=no	1	6:71:22	clitic:1	فِي:1		أ ر ض:1	1
ه و ي	هوى	IV	obj=explicit|prep=-|clause=no|cognate=no	3	2:87:31;5:70:17;53:23:21	explicit:3				3
ه و ي	هوى	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	20:81:21;53:1:4	none_intransitive:2				2
ه و ي	هوي	IV	obj=none_intransitive|prep=إِلَى|clause=no|cognate=no	1	14:37:23	none_intransitive:1	إِلَى:1			1
ه و ي	هوي	IV	obj=none_intransitive|prep=بـ;فِي|clause=no|cognate=no	1	22:31:21	none_intransitive:1	بـ:1;فِي:1		ك و ن:1	1
ه ي أ	هيئ	CV	obj=explicit|prep=لـ;مِن|clause=no|cognate=no	1	18:10:14	explicit:1	لـ:1;مِن:1	ر ش د:1	أ م ر:1	1
ه ي أ	هيئ	IV	obj=explicit|prep=لـ;مِن|clause=no|cognate=no	1	18:16:19	explicit:1	لـ:1;مِن:1	ر ف ق:1	أ م ر:1	1
ه ي ج	هيج	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	39:21:21;57:20:26	none_intransitive:2				2
ه ي م	هيم	IV	obj=none_intransitive|prep=فِي|clause=no|cognate=no	1	26:225:7	none_intransitive:1	فِي:1		ك ل ل:1	1
و ب ق	وبق	IV	obj=clitic|prep=بـ|clause=no|cognate=no	1	42:34:2	clitic:1	بـ:1			1
و ث ق	واثق	PV	obj=clitic|prep=بـ|clause=no|cognate=no	1	5:7:9	clitic:1	بـ:1			1
و ث ق	وثق	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	89:26:3	none_absolute:1				1
و ج ب	وجب	PV_PASS	obj=none_intransitive|prep=-|clause=no|cognate=no	1	22:36:19	none_intransitive:1				1
و ج د	وجد	PV	obj=both|prep=-|clause=no|cognate=no	6	7:102:10;21:53:2;27:24:1;38:44:13;93:7:2;93:8:2	both:6		ك ث ر:1;ف س ق:1;أ ب و:1;ع ب د:1;ق و م:1;ص ب ر:1;ض ل ل:1;ع ي ل:1		5
و ج د	وجد	PV	obj=clitic|prep=-|clause=no|cognate=no	4	4:89:28;9:5:10;18:86:6;18:90:6	clitic:4				3
و ج د	وجد	PV	obj=clitic|prep=-|clause=yes|cognate=no	1	72:8:6	clitic:1				1
و ج د	وجد	PV	obj=explicit|prep=-|clause=no|cognate=no	12	3:37:19;4:64:28;7:44:9;7:44:17;12:65:5;12:79:8;18:49:26;18:65:2;18:86:12;24:39:18	explicit:12		أ ل ه:2;ر ز ق:1;ب ض ع:1;م ت ع:1;ح ض ر:1;ع ب د:1;ق و م:1;أ ب و:1;م ر أ:1		8
و ج د	وجد	PV	obj=explicit|prep=عَلَى|clause=no|cognate=no	8	5:104:17;7:28:6;10:78:6;28:23:6;31:21:14;43:22:4;43:23:16;43:24:7	explicit:8	عَلَى:8	أ ب و:7;أ م م:1	أ م م:2	6
و ج د	وجد	PV	obj=explicit|prep=فِي|clause=no|cognate=no	4	4:82:13;18:77:15;28:15:10;51:36:3	explicit:4	فِي:4	خ ل ف:1;ج د ر:1;ر ج ل:1;غ ي ر:1		4
و ج د	وجد	PV	obj=explicit|prep=لـ;مِن|clause=no|cognate=no	1	7:102:3	explicit:1	لـ:1;مِن:1	ع ه د:1	ك ث ر:1;ع ه د:1	1
و ج د	وجد	PV	obj=explicit|prep=مِن|clause=no|cognate=no	2	18:93:6;28:23:13	explicit:2	مِن:2	ق و م:1;م ر أ:1	د و ن:2	2
و ج د	وجد	PV	obj=none_passive|prep=فِي|clause=no|cognate=no	1	12:75:4	none_passive:1	فِي:1		ر ح ل:1	1
و ج س	أوجس	PV	obj=explicit|prep=فِي|clause=no|cognate=no	1	20:67:2	explicit:1	فِي:1	خ و ف:1	ن ف س:1	1
و ج س	أوجس	PV	obj=explicit|prep=مِن|clause=no|cognate=no	2	11:70:10;51:28:2	explicit:2	مِن:2	خ و ف:2		2
و ج ف	أوجف	PV	obj=explicit|prep=عَلَى;مِن;مِن|clause=no|cognate=no	1	59:6:10	explicit:1	مِن:2;عَلَى:1	خ ي ل:1	خ ي ل:1;ر ك ب:1	1
و ج ل	وجل	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	15:53:3	none_intransitive:1				1
و ج ل	وجل	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	2	8:2:7;22:35:5	none_intransitive:2				2
و ج ه	توجه	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	28:22:3	none_intransitive:1				1
و ج ه	وجه	IV	obj=clitic|prep=-|clause=no|cognate=no	1	16:76:18	clitic:1				1
و ج ه	وجه	PV	obj=explicit|prep=لـ|clause=no|cognate=no	1	6:79:2	explicit:1	لـ:1	و ج ه:1	ل ذ ذ:1	1
و ح ي	أوحى	PV	obj=clausal|prep=إِلَى|clause=yes|cognate=no	3	14:13:16;16:68:2;19:11:8	clausal:3	إِلَى:3		ن ح ل:1	3
و ح ي	أوحى	PV	obj=explicit|prep=-|clause=no|cognate=no	1	53:10:6	explicit:1				1
و ح ي	أوحى	PV	obj=explicit|prep=إِلَى;مِن|clause=no|cognate=no	1	17:39:3	explicit:1	إِلَى:1;مِن:1		ح ك م:1	1
و ح ي	أوحى	PV	obj=explicit|prep=إِلَى|clause=no|cognate=no	1	53:10:2	explicit:1	إِلَى:1		ع ب د:1	1
و ح ي	أوحى	PV	obj=explicit|prep=فِي|clause=no|cognate=no	1	41:12:8	explicit:1	فِي:1	أ م ر:1	ك ل ل:1	1
و ح ي	أوحى	PV	obj=none_absolute|prep=لـ|clause=no|cognate=no	1	99:5:3	none_absolute:1	لـ:1			1
و ح ي	أوحي	PV	obj=clausal|prep=إِلَى|clause=yes|cognate=no	12	5:111:3;7:117:2;7:160:8;10:2:6;10:87:2;12:15:13;16:123:2;20:77:4;23:27:2;26:52:2	clausal:12	إِلَى:12		ح و ر:1;ر ج ل:1;أ م م:1	9
و ح ي	أوحي	PV	obj=explicit|prep=إِلَى;مِن|clause=no|cognate=no	1	35:31:3	explicit:1	إِلَى:1;مِن:1	ل ل ذ:1	ك ت ب:1	1
و ح ي	أوحي	PV	obj=explicit|prep=إِلَى|clause=no|cognate=no	7	12:3:8;13:30:15;17:73:8;20:38:2;21:73:8;42:13:11;42:52:4	explicit:7	إِلَى:7	ل ل ذ:3;ف ع ل:1;ر و ح:1	أ م م:1	6
و ح ي	أوحي	PV	obj=explicit|prep=كـ;إِلَى|clause=no|cognate=no	1	42:7:4	explicit:1	كـ:1;إِلَى:1	ق ر ء:1		1
و ح ي	أوحي	PV	obj=none_absolute|prep=إِلَى;كـ|clause=no|cognate=no	1	4:163:2	none_absolute:1	إِلَى:1;كـ:1			1
و ح ي	أوحي	PV	obj=none_absolute|prep=إِلَى|clause=no|cognate=no	3	4:163:6;4:163:14;17:86:9	none_absolute:3	إِلَى:3		ن و ح:1;ب ر ه م:1	2
و ح ي	أوحي	PV_PASS	obj=clausal|prep=إِلَى;إِلَى|clause=yes|cognate=no	1	39:65:4	clausal:1	إِلَى:2		ل ل ذ:1	1
و ح ي	أوحي	PV_PASS	obj=clausal|prep=إِلَى|clause=yes|cognate=no	1	72:1:2	clausal:1	إِلَى:1			1
و ح ي	أوحي	PV_PASS	obj=none_passive|prep=إِلَى;مِن|clause=no|cognate=no	2	6:106:3;29:45:3	none_passive:2	إِلَى:2;مِن:2		ر ب ب:1;ك ت ب:1	2
و ح ي	أوحي	PV_PASS	obj=none_passive|prep=إِلَى|clause=no|cognate=no	4	6:93:11;6:145:6;18:27:4;43:43:5	none_passive:4	إِلَى:4			3
و ح ي	أوحي	PV_PASS	obj=none_passive|prep=إِلَى|clause=yes|cognate=no	3	6:19:13;11:36:2;20:48:3	none_passive:3	إِلَى:3		ن و ح:1	3
و ح ي	وح	IV	obj=none_absolute|prep=إِلَى|clause=no|cognate=no	1	6:121:18	none_absolute:1	إِلَى:1		و ل ي:1	1
و ح ي	وح	IV	obj=none_passive|prep=إِلَى|clause=no|cognate=no	1	6:93:15	none_passive:1	إِلَى:1			1
و ح ي	وحى	IV_PASS	obj=clausal|prep=إِلَى|clause=yes|cognate=no	4	18:110:6;21:108:3;38:70:2;41:6:6	clausal:4	إِلَى:4			4
و ح ي	وحى	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	3	20:13:7;20:38:6;53:4:5	none_passive:3				2
و ح ي	وحى	IV_PASS	obj=none_passive|prep=إِلَى;مِن|clause=no|cognate=no	2	7:203:14;33:2:4	none_passive:2	إِلَى:2;مِن:2		ر ب ب:2	2
و ح ي	وحى	IV_PASS	obj=none_passive|prep=إِلَى|clause=no|cognate=no	5	6:50:22;10:15:32;10:109:4;11:12:6;46:9:21	none_passive:5	إِلَى:5			4
و ح ي	وحي	IV	obj=clausal|prep=إِلَى|clause=yes|cognate=no	2	8:12:2;21:25:9	clausal:2	إِلَى:2		م ل ك:1	2
و ح ي	وحي	IV	obj=clitic|prep=إِلَى|clause=no|cognate=no	3	3:44:5;11:49:5;12:102:5	clitic:3	إِلَى:3			3
و ح ي	وحي	IV	obj=explicit|prep=إِلَى|clause=no|cognate=no	2	6:112:13;34:50:15	explicit:2	إِلَى:2	ز خ ر ف:1	ب ع ض:1	2
و ح ي	وحي	IV	obj=explicit|prep=بـ|clause=no|cognate=no	1	42:51:19	explicit:1	بـ:1		أ ذ ن:1	1
و ح ي	وحي	IV	obj=none_absolute|prep=إِلَى|clause=no|cognate=no	3	12:109:8;16:43:8;21:7:7	none_absolute:3	إِلَى:3			3
و ح ي	وحي	IV	obj=none_absolute|prep=كـ;إِلَى;إِلَى|clause=no|cognate=no	1	42:3:3	none_absolute:1	إِلَى:2;كـ:1		ل ل ذ:1	1
و د د	ؤد	IV	obj=clitic|prep=إِلَى|clause=no|cognate=no	2	3:75:10;3:75:20	clitic:2	إِلَى:2			1
و د د	ؤد	IV	obj=explicit|prep=-|clause=no|cognate=no	1	2:283:20	explicit:1		أ م ن:1		1
و د د	ؤد	IV	obj=explicit|prep=إِلَى|clause=no|cognate=no	1	4:58:5	explicit:1	إِلَى:1	أ م ن:1	أ ه ل:1	1
و د د	ود	IV	obj=clausal|prep=-|clause=yes|cognate=no	9	2:96:12;2:105:2;2:266:1;3:30:15;4:42:2;8:7:10;15:2:2;33:20:9;70:11:2	clausal:9				7
و د د	ود	IV	obj=none_intransitive|prep=فِي|clause=no|cognate=no	2	7:88:18;14:13:12	none_intransitive:2	فِي:2		م ل ل:2	2
و د د	ود	PV	obj=clausal|prep=-|clause=yes|cognate=no	7	2:109:1;3:69:1;3:118:13;4:89:1;4:102:45;60:2:15;68:9:1	clausal:7				5
و د ع	ودع	PV	obj=clitic|prep=-|clause=no|cognate=no	1	93:3:2	clitic:1				1
و د ي	واد	IV	obj=explicit|prep=-|clause=no|cognate=no	1	58:22:10	explicit:1		م ن ن:1		1
و ذ ر	ذر	CV	obj=both|prep=-|clause=no|cognate=no	4	6:112:27;6:137:26;68:44:2;74:11:1	both:4		م ن ن:2		3
و ذ ر	ذر	CV	obj=both|prep=-|clause=yes|cognate=no	1	11:64:10	both:1				1
و ذ ر	ذر	CV	obj=clitic|prep=-|clause=no|cognate=no	7	15:3:1;40:26:4;43:83:2;48:15:9;52:45:2;70:42:2;73:11:2	clitic:7				7
و ذ ر	ذر	CV	obj=clitic|prep=-|clause=yes|cognate=no	2	7:73:27;9:86:19	clitic:2				2
و ذ ر	ذر	CV	obj=clitic|prep=فِي;حَتَّى|clause=no|cognate=no	1	23:54:2	clitic:1	فِي:1;حَتَّى:1		غ م ر:1;ح ي ن:1	1
و ذ ر	ذر	CV	obj=clitic|prep=فِي|clause=no|cognate=no	2	6:91:47;12:47:10	clitic:2	فِي:2		خ و ض:1;س ن ب ل:1	2
و ذ ر	ذر	CV	obj=explicit|prep=-|clause=no|cognate=no	5	2:278:8;6:70:2;6:120:2;7:180:10;62:9:18	explicit:5		ل ل ذ:2;ظ ه ر:1;ب ط ن:1;ب ي ع:1		4
و ذ ر	ذر	IV	obj=both|prep=-|clause=no|cognate=no	1	7:127:16	both:1		أ ل ه:1		1
و ذ ر	ذر	IV	obj=clitic|prep=-|clause=no|cognate=no	3	20:106:2;21:89:8;71:27:3	clitic:3				3
و ذ ر	ذر	IV	obj=clitic|prep=فِي|clause=no|cognate=no	2	6:110:14;7:186:9	clitic:2	فِي:2		ط غ ي:2	2
و ذ ر	ذر	IV	obj=clitic|prep=كـ|clause=no|cognate=no	1	4:129:17	clitic:1	كـ:1		ع ل ق:1	1
و ذ ر	ذر	IV	obj=explicit|prep=-|clause=no|cognate=no	10	2:234:6;2:240:6;7:70:8;10:11:16;26:166:2;37:125:4;71:23:4;71:23:8;75:21:2;76:27:6	explicit:10		ز و ج:2;ل ل ذ:1;ح س ن:1;أ ل ه:1;و د د:1;أ خ ر:1;ي و م:1		8
و ذ ر	ذر	IV	obj=explicit|prep=-|clause=yes|cognate=no	1	7:127:7	explicit:1				1
و ذ ر	ذر	IV	obj=explicit|prep=عَلَى|clause=no|cognate=no	2	3:179:5;71:26:6	explicit:2	عَلَى:2	أ م ن:1;د و ر:1	أ ر ض:1	2
و ذ ر	ذر	IV	obj=explicit|prep=فِي|clause=no|cognate=no	1	19:72:6	explicit:1	فِي:1	ظ ل م:1		1
و ذ ر	ذر	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	51:42:2	explicit:1	مِن:1	ش ي ء:1	ش ي ء:1	1
و ذ ر	ذر	IV	obj=none_absolute|prep=-|clause=no|cognate=no	1	74:28:5	none_absolute:1				1
و ر ث	أورث	PV	obj=both|prep=-|clause=no|cognate=no	5	7:137:2;33:27:2;35:32:2;39:74:10;40:53:8	both:5		أ ر ض:2;ك ت ب:2;ق و م:1;ش ر ق:1;ل ل ذ:1;ب ن ي:1		5
و ر ث	أورث	PV	obj=both|prep=كـ|clause=no|cognate=no	2	26:59:4;44:28:4	both:2	كـ:2	ب ن ي:1;ق و م:1		2
و ر ث	أورث	PV_PASS	obj=clitic|prep=-|clause=no|cognate=no	1	43:72:5	clitic:1				1
و ر ث	أورث	PV_PASS	obj=clitic|prep=بـ|clause=no|cognate=no	1	7:43:42	clitic:1	بـ:1			1
و ر ث	أورث	PV_PASS	obj=explicit|prep=مِن|clause=no|cognate=no	1	42:14:27	explicit:1	مِن:1	ك ت ب:1	ب ع د:1	1
و ر ث	رث	IV	obj=both|prep=-|clause=no|cognate=no	1	19:80:2	both:1				1
و ر ث	رث	IV	obj=clitic|prep=-|clause=no|cognate=no	3	4:176:23;19:6:1;21:105:12	clitic:3				3
و ر ث	رث	IV	obj=explicit|prep=-|clause=no|cognate=no	3	4:19:9;19:40:3;23:11:2	explicit:3		ن س و:1;أ ر ض:1;م ن ن:1;ف ر د س:1		3
و ر ث	رث	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	7:100:6	explicit:1	مِن:1	أ ر ض:1	ب ع د:1	1
و ر ث	رث	IV	obj=none_absolute|prep=مِن|clause=no|cognate=no	1	19:6:3	none_absolute:1	مِن:1		أ و ل:1	1
و ر ث	ورث	IV	obj=both|prep=-|clause=no|cognate=no	1	7:128:14	both:1		م ن ن:1		1
و ر ث	ورث	IV	obj=explicit|prep=-|clause=no|cognate=no	1	27:16:2	explicit:1		د و د:1		1
و ر ث	ورث	IV	obj=explicit|prep=مِن|clause=no|cognate=no	1	19:63:4	explicit:1	مِن:1	م ن ن:1	ع ب د:1	1
و ر ث	ورث	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	1	4:12:64	none_passive:1				1
و ر ث	ورث	PV	obj=clitic|prep=-|clause=no|cognate=no	1	4:11:50	clitic:1				1
و ر ث	ورث	PV	obj=explicit|prep=-|clause=no|cognate=no	1	7:169:6	explicit:1		ك ت ب:1		1
و ر د	أورد	PV	obj=both|prep=-|clause=no|cognate=no	1	11:98:6	both:1		ن و ر:1		1
و ر د	ور	IV	obj=explicit|prep=-|clause=no|cognate=no	1	56:71:5	explicit:1		ل ل ت:1		1
و ر د	ورد	PV	obj=clitic|prep=-|clause=no|cognate=no	1	21:99:6	clitic:1				1
و ر د	ورد	PV	obj=none_absolute|prep=-|clause=no|cognate=no	1	28:23:3	none_absolute:1				1
و ر ي	توار	PV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	38:32:11	none_intransitive:1	بـ:1		ح ج ب:1	1
و ر ي	توارى	IV	obj=none_intransitive|prep=مِن;مِن|clause=no|cognate=no	1	16:59:1	none_intransitive:1	مِن:2		ق و م:1;س و أ:1	1
و ر ي	واري	IV	obj=explicit|prep=-|clause=no|cognate=no	3	5:31:10;5:31:23;7:26:8	explicit:3		س و أ:3		2
و ر ي	ووري	PV_PASS	obj=none_passive|prep=عَن;مِن|clause=no|cognate=no	1	7:20:11	none_passive:1	عَن:1;مِن:1		س و أ:1	1
و ز ع	أوزع	CV	obj=both|prep=-|clause=yes|cognate=no	2	27:19:9;46:15:29	both:2				2
و ز ع	زع	IV	obj=clitic|prep=مِن|clause=no|cognate=no	1	11:9:9	clitic:1	مِن:1			1
و ز ع	وزع	IV	obj=none_passive|prep=-|clause=no|cognate=no	3	27:17:14;27:83:14;41:19:10	none_passive:3				2
و ز ن	زن	CV	obj=none_absolute|prep=بـ|clause=no|cognate=no	2	17:35:7;26:182:2	none_absolute:2	بـ:2		ق س ط س:2	2
و ز ن	زن	IV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	25:68:21	none_intransitive:1				1
و ز ن	وزن	PV	obj=clitic|prep=-|clause=no|cognate=no	1	83:3:5	clitic:1				1
و س ط	وسط	PV	obj=explicit|prep=بـ|clause=no|cognate=no	1	100:5:2	explicit:1	بـ:1	ج م ع:1		1
و س ع	وسع	PV	obj=explicit|prep=-|clause=no|cognate=no	6	2:255:48;6:80:22;7:89:27;7:156:22;20:98:9;40:7:20	explicit:6		ك ل ل:5;س م و:1		5
و س ق	اتسق	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	84:18:4	none_intransitive:1				1
و س ق	وسق	PV	obj=explicit|prep=-|clause=no|cognate=no	1	84:17:5	explicit:1				1
و س م	سيم	IV	obj=none_absolute|prep=فِي|clause=no|cognate=no	1	16:10:14	none_absolute:1	فِي:1			1
و س و س	وسوس	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	50:16:9	none_intransitive:1	بـ:1			1
و س و س	وسوس	IV	obj=none_intransitive|prep=فِي|clause=no|cognate=no	1	114:5:2	none_intransitive:1	فِي:1		ص د ر:1	1
و س و س	وسوس	PV	obj=none_intransitive|prep=إِلَى|clause=no|cognate=no	1	20:120:2	none_intransitive:1	إِلَى:1			1
و س و س	وسوس	PV	obj=none_intransitive|prep=لـ|clause=no|cognate=no	1	7:20:2	none_intransitive:1	لـ:1			1
و ص ل	وصل	IV_PASS	obj=none_passive|prep=-|clause=no|cognate=no	3	2:27:15;13:21:9;13:25:16	none_passive:3				2
و ص ل	وصل	PV	obj=explicit|prep=لـ|clause=no|cognate=no	1	28:51:4	explicit:1	لـ:1	ق و ل:1		1
و ص ي	أوصا	PV	obj=clitic|prep=بـ;بـ|clause=no|cognate=no	1	19:31:8	clitic:1	بـ:2		ص ل و:1;ز ك و:1	1
و ص ي	تواص	CV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	4	90:17:7;90:17:11;103:3:8;103:3:11	none_intransitive:4	بـ:4		ص ب ر:2;ر ح م:1;ح ق ق:1	2
و ص ي	تواص	PV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	51:53:1	none_intransitive:1	بـ:1			1
و ص ي	وص	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	4:12:56	none_absolute:1	بـ:1			1
و ص ي	وصا	PV	obj=clitic|prep=بـ|clause=no|cognate=no	4	6:144:23;6:151:47;6:152:42;6:153:19	clitic:4	بـ:4			1
و ص ي	وصى	IV_PASS	obj=none_passive|prep=بـ|clause=no|cognate=no	1	4:12:93	none_passive:1	بـ:1			1
و ص ي	وصى	PV	obj=explicit|prep=بـ|clause=no|cognate=no	2	2:132:2;42:13:6	explicit:2	بـ:2	ب ن ي:1;ن و ح:1		2
و ص ي	وصي	IV	obj=clitic|prep=فِي|clause=no|cognate=no	1	4:11:1	clitic:1	فِي:1		و ل د:1	1
و ص ي	وصي	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	2	4:11:68;4:12:27	none_absolute:2	بـ:2			1
و ص ي	وصي	PV	obj=both|prep=-|clause=yes|cognate=no	1	4:131:14	both:1		ل ل ذ:1		1
و ص ي	وصي	PV	obj=explicit|prep=بـ|clause=no|cognate=no	3	29:8:2;42:13:15;46:15:2	explicit:3	بـ:3	أ ن س:2;ب ر ه م:1	و ل د:2	3
و ص ي	وصي	PV	obj=explicit|prep=بـ|clause=yes|cognate=no	1	31:14:2	explicit:1	بـ:1	أ ن س:1	و ل د:1	1
و ض ع	أوضع	PV	obj=none_intransitive|prep=-|clause=no|cognate=no	1	9:47:10	none_intransitive:1				1
و ض ع	ضع	IV	obj=explicit|prep=-|clause=no|cognate=no	7	4:102:74;22:2:9;24:58:24;24:60:14;47:4:23;65:4:23;65:6:22	explicit:7		ح م ل:3;ث و ب:2;س ل ح:1;و ز ر:1		5
و ض ع	ضع	IV	obj=explicit|prep=عَن|clause=no|cognate=no	1	7:157:31	explicit:1	عَن:1	أ ص ر:1		1
و ض ع	ضع	IV	obj=explicit|prep=لـ|clause=no|cognate=no	1	21:47:2	explicit:1	لـ:1	و ز ن:1	ي و م:1	1
و ض ع	ضع	IV	obj=none_absolute|prep=بـ|clause=no|cognate=no	1	41:47:19	none_absolute:1	بـ:1		ع ل م:1	1
و ض ع	ضع	IV	obj=none_intransitive|prep=بـ|clause=no|cognate=no	1	35:11:19	none_intransitive:1	بـ:1		ع ل م:1	1
و ض ع	وضع	PV	obj=both|prep=لـ|clause=no|cognate=no	1	55:10:3	both:1	لـ:1	أ ر ض:1	أ ن م:1	1
و ض ع	وضع	PV	obj=clitic|prep=-|clause=no|cognate=no	3	3:36:3;3:36:7;46:15:11	clitic:3				2
و ض ع	وضع	PV	obj=explicit|prep=-|clause=no|cognate=no	2	3:36:14;55:7:5	explicit:2		و ز ن:1		2
