root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	referent_total	resolution_coverage	dominant_referent	dominant_ratio	agency	referent_entropy	referent_dist	source	batch_count	low_occurrence
خ ل ف	IV:III	True	2	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ ل ف	IV:IV	True	8	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	7	False
خ ل ف	IV:V	True	1	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
خ ل ف	IV:VIII	True	15	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	11	False
خ ل ف	IV:X	True	4	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	4	True
خ ل ف	IV_PASS:I	True	1	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
خ ل ف	NOUN_ABSTRACT	True	12	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	11	False
خ ل ف	NOUN_ACTIVE_PART	True	14	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	9	False
خ ل ف	NOUN_CONCRETE	True	5	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	False
خ ل ف	NOUN_PASSIVE_PART	True	5	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	False
خ ل ف	PV:I	True	3	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ ل ف	PV:IV	True	4	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
خ ل ف	PV:VIII	True	17	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	10	False
خ ل ف	PV:X	True	1	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
خ ل ف	PV_PASS:II	True	1	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
خ ل ف	PV_PASS:VIII	True	2	0	105	0.0	HUMANS_GENERIC	0.352	mixed	2.963	"{""ABSTRACT_CONCEPT"": 9, ""ANGELS"": 6, ""BANU_ISRAEL"": 10, ""BELIEVERS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 11, ""HUMANS_GENERIC"": 37, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 1, ""OTHER"": 9, ""PROPHET_MUHAMMAD"": 1, ""PROPHET_OTHER"": 2, ""SATAN"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ ل ق	ADJ_INTENS	True	5	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	4	False
خ ل ق	GERUND	True	57	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	33	False
خ ل ق	IV:I	True	24	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	18	False
خ ل ق	IV_PASS:I	True	3	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	3	True
خ ل ق	NOUN_ABSTRACT	True	1	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
خ ل ق	NOUN_ACTIVE_PART	True	12	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	12	False
خ ل ق	NOUN_PASSIVE_PART	True	2	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	1	True
خ ل ق	PV:I	True	151	261	232	0.889	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	64	False
خ ل ق	PV_PASS:I	True	6	0	232	0.0	GOD	0.466	mixed	2.248	"{""ABSTRACT_CONCEPT"": 8, ""ANGELS"": 1, ""DISBELIEVERS"": 14, ""GOD"": 108, ""HUMANS_GENERIC"": 65, ""HYPOCRITES"": 1, ""JINN"": 2, ""NATURE_CREATION"": 6, ""OTHER"": 16, ""PROPHET_OTHER"": 7, ""SATAN"": 2, ""SELF_REFERENCE"": 1, ""SPECIFIC_PERSON"": 1}"	legacy	5	False
خ ل ل	ADJ_QUALIT	True	4	12	13	1.083	NATURE_CREATION	0.692	mixed	1.352	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 2, ""NATURE_CREATION"": 9, ""OTHER"": 1}"	legacy	4	True
خ ل ل	ADV	True	6	0	13	0.0	NATURE_CREATION	0.692	mixed	1.352	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 2, ""NATURE_CREATION"": 9, ""OTHER"": 1}"	legacy	6	False
خ ل ل	NOUN_ABSTRACT	True	2	0	13	0.0	NATURE_CREATION	0.692	mixed	1.352	"{""ABSTRACT_CONCEPT"": 1, ""BELIEVERS"": 2, ""NATURE_CREATION"": 9, ""OTHER"": 1}"	legacy	2	True
خ ل و	CV:I	True	1	0	15	0.0	HUMANS_GENERIC	0.533	mixed	1.907	"{""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2, ""PROPHET_OTHER"": 2}"	legacy	1	True
خ ل و	GERUND	True	1	0	15	0.0	HUMANS_GENERIC	0.533	mixed	1.907	"{""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2, ""PROPHET_OTHER"": 2}"	legacy	1	True
خ ل و	IV:I	True	1	0	15	0.0	HUMANS_GENERIC	0.533	mixed	1.907	"{""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2, ""PROPHET_OTHER"": 2}"	legacy	1	True
خ ل و	NOUN_ACTIVE_PART	True	1	0	15	0.0	HUMANS_GENERIC	0.533	mixed	1.907	"{""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2, ""PROPHET_OTHER"": 2}"	legacy	1	True
خ ل و	PV:I	True	24	29	15	0.517	HUMANS_GENERIC	0.533	mixed	1.907	"{""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2, ""PROPHET_OTHER"": 2}"	legacy	14	False
خ ل و	PV:V	True	1	0	15	0.0	HUMANS_GENERIC	0.533	mixed	1.907	"{""HUMANS_GENERIC"": 8, ""HYPOCRITES"": 2, ""NATURE_CREATION"": 1, ""OTHER"": 2, ""PROPHET_OTHER"": 2}"	legacy	1	True
خ م ر	NOUN_CONCRETE	True	7	7	1	0.143	BELIEVERS	1.0	human	0.0	"{""BELIEVERS"": 1}"	legacy	5	False
خ م س	NOUN_ABSTRACT	True	1	0	3	0.0	ABSTRACT_CONCEPT	1.0	mixed	0.0	"{""ABSTRACT_CONCEPT"": 3}"	legacy	1	True
خ م س	NOUN_NUM	True	7	8	3	0.375	ABSTRACT_CONCEPT	1.0	mixed	0.0	"{""ABSTRACT_CONCEPT"": 3}"	legacy	6	False
خ و ض	GERUND	True	2	0	5	0.0	DISBELIEVERS	0.8	human	0.722	"{""DISBELIEVERS"": 4, ""OTHER"": 1}"	legacy	2	True
خ و ض	IV:I	True	7	12	5	0.417	DISBELIEVERS	0.8	human	0.722	"{""DISBELIEVERS"": 4, ""OTHER"": 1}"	legacy	6	False
خ و ض	NOUN_ACTIVE_PART	True	1	0	5	0.0	DISBELIEVERS	0.8	human	0.722	"{""DISBELIEVERS"": 4, ""OTHER"": 1}"	legacy	1	True
خ و ض	PV:I	True	2	0	5	0.0	DISBELIEVERS	0.8	human	0.722	"{""DISBELIEVERS"": 4, ""OTHER"": 1}"	legacy	1	True
خ و ف	CV:I	True	1	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	1	True
خ و ف	GERUND	True	33	126	97	0.77	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	20	False
خ و ف	GERUND_STATE	True	1	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	1	True
خ و ف	IV:I	True	64	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	34	False
خ و ف	IV:II	True	4	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	3	True
خ و ف	IV:IV	True	3	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
خ و ف	NOUN_ACTIVE_PART	True	3	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	2	True
خ و ف	PV:I	True	17	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	10	False
خ و ف	PV:IV	True	1	0	97	0.0	PROPHET_OTHER	0.33	mixed	2.768	"{""ABSTRACT_CONCEPT"": 1, ""ANGELS"": 2, ""BELIEVERS"": 7, ""DISBELIEVERS"": 2, ""GOD"": 5, ""HUMANS_GENERIC"": 29, ""HYPOCRITES"": 1, ""NATURE_CREATION"": 2, ""OTHER"": 6, ""PROPHET_MUHAMMAD"": 4, ""PROPHET_OTHER"": 32, ""SATAN"": 2, ""SPECIFIC_PERSON"": 4}"	legacy	1	True
خ و ل	NOUN_CONCRETE	True	5	6	9	1.5	BELIEVERS	0.333	human	1.975	"{""BELIEVERS"": 3, ""DISBELIEVERS"": 2, ""GOD"": 2, ""HUMANS_GENERIC"": 2}"	legacy	3	False
خ و ل	PV:II	True	3	0	9	0.0	BELIEVERS	0.333	human	1.975	"{""BELIEVERS"": 3, ""DISBELIEVERS"": 2, ""GOD"": 2, ""HUMANS_GENERIC"": 2}"	legacy	2	True
خ و ن	ADJ_INTENS	True	2	0	11	0.0	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ و ن	GERUND	True	2	0	11	0.0	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
خ و ن	IV:I	True	3	0	11	0.0	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ و ن	IV:VIII	True	1	0	11	0.0	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	1	True
خ و ن	NOUN_ABSTRACT	True	2	0	11	0.0	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ و ن	NOUN_ACTIVE_PART	True	3	15	11	0.733	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	3	True
خ و ن	PV:I	True	2	0	11	0.0	BELIEVERS	0.182	mixed	2.914	"{""BELIEVERS"": 2, ""DISBELIEVERS"": 1, ""GOD"": 1, ""HUMANS_GENERIC"": 1, ""OTHER"": 1, ""PROPHET_MUHAMMAD"": 2, ""PROPHET_OTHER"": 1, ""SPECIFIC_PERSON"": 2}"	legacy	2	True
خ ي ر	ADJ_COMP	True	102	196	13	0.066	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	40	False
خ ي ر	ADJ_QUALIT	True	2	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	1	True
خ ي ر	GERUND	True	56	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	23	False
خ ي ر	IV:V	True	1	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	1	True
خ ي ر	IV:VIII	True	1	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	1	True
خ ي ر	NOUN_ABSTRACT	True	29	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	21	False
خ ي ر	NOUN_CONCRETE	True	1	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	1	True
خ ي ر	PV:V	True	1	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	1	True
خ ي ر	PV:VIII	True	3	0	13	0.0	GOD	0.308	mixed	2.624	"{""BANU_ISRAEL"": 2, ""BELIEVERS"": 1, ""DISBELIEVERS"": 2, ""GOD"": 4, ""HUMANS_GENERIC"": 2, ""OTHER"": 1, ""PROPHET_OTHER"": 1}"	legacy	3	True
خ ي ل	IV_PASS:II	True	1	0	2	0.0	SATAN	1.0	mixed	0.0	"{""SATAN"": 2}"	legacy	1	True
خ ي ل	NOUN_CONCRETE	True	5	9	2	0.222	SATAN	1.0	mixed	0.0	"{""SATAN"": 2}"	legacy	5	False
